locus_tag	LC	6H	12H	1D	2D	3D	5D	7D	14D	1M	2M
B4U62_12540	0.516916318	-0.87417446	0	0.114071624	0.351725695	0.576526311	-0.313969999	-0.349279614	0.169599564	-1.499714226	-3.88289149
B4U62_12545	0.100129322	-0.145322512	0	0.830971821	0.980671778	0.915332757	0.038993563	-0.248165476	-0.701865625	-1.271259031	-4.191102764
B4U62_12550	-0.218921741	0.117729809	0.336936908	1.14997414	1.128739651	0.74094952	0	-0.210752739	-0.993998162	-1.370245084	-4.487977113
B4U62_12555	-1.653295339	0.167569007	-0.141069245	0.207060381	0.124595403	0.083371285	0	0.257987525	-0.229687765	-0.801953024	-2.785067261
B4U62_12560	-1.773793778	-3.162844323	-3.15672953	-3.735668102	2.0067781	3.410690954	3.303682015	3.320500466	3.345399172	0	-3.066971508
B4U62_12565	-1.666802244	-2.622283977	-3.364151722	-3.378638326	1.508043659	2.996039615	3.043142225	2.663872009	3.17136779	0	-2.561549892
B4U62_12570	-1.440817791	-2.585412406	-3.168755589	-3.171099104	1.656430808	3.024631091	3.047805514	2.705337675	2.149424729	0	-1.95849579
B4U62_12575	-1.187588236	0	-0.664662802	-0.788887841	1.021319503	2.078727183	2.353337732	2.069277815	0.681189784	-0.997526521	-4.059615807
B4U62_12580	-1.347699205	0.995522483	0.404771206	-0.065895402	0.220551058	-0.32318939	0.262724936	0.181322466	0	-0.799594586	-1.941633502
B4U62_12585	-1.798393177	0.800248998	0.124073696	0	0.312284588	-0.028980683	0.515309478	0.508148725	-0.27988641	-1.276714342	-3.544217124
B4U62_12590	-1.716694379	0.022183311	-0.570163058	-0.299906192	0.105894678	0.389534769	0.819179638	0.491953726	0	-0.969339565	-3.681831355
B4U62_12595	1.656431924	-0.68726987	-0.831542941	-0.484423667	0.713113966	1.127439256	0.778576128	0.843885455	0	-0.360494903	-2.561646255
B4U62_12600	3.172431674	-0.611257786	-0.806783534	-1.299320114	0	0.342847995	1.26014047	1.128284226	0.365653159	-1.164476308	-2.868744582
B4U62_12605	3.904840604	0.551153602	0.427986303	0	0.180169317	-0.056481903	-0.005793958	-0.064156605	0.722682846	-0.29835713	-1.884835419
B4U62_12610	4.259814414	0.459549801	0.397047773	-0.189216565	0	-0.145148846	0.043342537	-0.162449589	-0.327300057	0.001165369	-1.199741893
B4U62_12615	3.792442037	0.73084518	0.281695557	-0.148742023	0.045832729	-0.1953845	0	-0.006988498	1.638861578	-0.149029353	-1.991032483
B4U62_12620	0	0.110986785	-0.084546268	-0.131369455	1.641331281	2.408240022	1.434015543	1.789275971	-1.372638958	-0.622590563	-0.857629126
B4U62_12625	-0.164406384	0.663663206	-0.277311337	0	0.465298124	0.622669777	0.403106185	0.196578787	-0.712091772	-0.384786679	-1.832956394
B4U62_12630	-1.620265312	0.302108386	0	-0.261158142	0.036335144	0.264735339	0.225175539	0.257686575	-2.492366006	-0.972996643	-2.632708003
B4U62_12635	-2.712361405	0	0.039895463	0.052454143	0.315468754	0.152773777	-0.052011501	0.13032103	-1.606278841	-1.683553784	-3.898623931
B4U62_12645	-1.973167417	-2.460802681	-3.370956612	-3.168110532	0.334848468	1.36730387	1.73506531	2.429041625	2.212834124	0	-2.675269987
B4U62_12650	-1.422202113	-3.717862702	-3.214062705	-3.245176451	0.29587861	1.613935139	1.844298271	2.750117921	2.573468216	0	-2.709267184
B4U62_12655	-1.318132065	-3.514784987	-4.25170348	-3.601190949	3.283681816	3.131488746	4.075315262	3.121047916	2.057764033	0	-1.722588562
B4U62_12660	-2.344144079	1.949021913	0.568346572	1.052989491	0.836596385	0.279493541	0	-0.370439286	-1.211315511	-1.171009781	-3.955882622
B4U62_12670	-0.236651656	1.631240249	0.92680558	0.051398854	0	-0.092813459	0.180834287	0.412919364	-0.204455451	-0.300270305	-1.959815841
B4U62_12675	1.528565951	0.963447233	0	-0.023591733	0.18858133	-0.21452094	0.061309976	0.241776264	-0.03013853	-0.94754148	-3.609181233
B4U62_12680	0.473044011	-1.712849035	-1.532536489	-1.536243254	0	1.130464824	1.493273887	1.639947864	1.638619333	-0.224396691	-2.298181015
B4U62_12685	0	-2.870968432	-2.729738515	-2.711227958	0.43590371	1.964670855	2.350829913	2.638663803	2.886358782	-0.697225134	-1.491117107
B4U62_12690	0	-2.606528717	-3.126482735	-2.309599575	0.851015817	2.317440754	2.777425671	2.941326005	3.130533469	-0.523854742	-0.773690308
B4U62_12695	-0.258528666	-3.139568288	-2.594828199	-2.549377982	0.225186995	1.594685938	2.235591422	2.39040676	2.208169121	0	-1.972603877
B4U62_12700	-0.308548876	-4.79007601	-2.25652867	-3.162111534	0	1.418424799	2.207344812	2.215007474	2.252026301	0.088676116	-1.97412557
B4U62_12705	-0.282851646	-6.498996858	-3.730748778	-3.855223562	-0.139248286	1.121568462	2.272357691	1.793326636	2.028360076	0.249733113	0
B4U62_12710	-0.289538087	-3.742016906	-2.826858702	-2.565275054	1.888074445	3.163439266	4.001034624	3.831888248	2.643694143	0	-1.587250402
B4U62_12715	1.048997583	-2.278834813	-0.70163328	-1.388491074	0.563119911	1.483650477	1.400539196	2.373712963	0	-1.347649421	-3.102445389
B4U62_12720	0.417091348	-2.48865119	-0.809939394	-1.501622706	0.423671406	1.301755857	1.147873507	2.326259887	0	-1.394689683	-3.662456719
B4U62_12725	0	-1.545616649	-0.469932497	-0.78392632	1.157717965	2.193551047	1.943628763	2.840742794	0.547957375	-0.875519202	-3.651278311
B4U62_12730	-0.981006066	-5.974309264	-5.246691726	-5.423235088	2.080468896	3.38021767	3.678594453	3.831242574	1.535755857	0	-1.90714891
B4U62_12735	1.980102854	0.246883837	-0.218944715	-0.109942358	0.215424892	0.119228462	0.210355262	-0.135066915	0	-1.015728266	-3.322863512
B4U62_12740	1.082883886	0	-0.71206164	-0.361001031	0.139194333	0.010810229	0.177794521	-0.204486905	0.12398201	-1.21457866	-3.560043559
B4U62_12745	-1.599587951	0	-0.344902574	0.158936968	-0.005798214	0.295763712	0.050315896	0.22139386	0.395755978	-0.90743535	-2.972253382
B4U62_12750	-1.610702	0	-0.105223152	0.652746329	0.701136932	1.065544568	0.64850822	0.773251645	-0.22358078	-1.148996261	-2.607073759
B4U62_12755	-0.929402365	0.870149098	-0.298044854	0	0.588894541	0.230215898	0.835035948	0.785069509	-0.180147283	-0.720577694	-3.668043182
B4U62_12760	1.738792472	-2.444921394	-3.031989609	-2.318333633	0	1.368425483	1.260650934	1.155222152	1.186614771	-1.686784823	-3.164624008
B4U62_12765	0.05502895	-1.071234645	0.025275154	-1.025737326	-0.359807404	0	0.149367395	0.745514972	0.527880043	-0.104511451	-1.501430642
B4U62_12770	2.050986594	0.678953217	0.443307555	-0.048605187	0.221439224	0	-0.277299417	-0.190810435	0.386632496	-0.990290714	-2.246544355
B4U62_12775	1.980411158	0.746794704	0.554674196	0.18288314	0	-0.09948001	-0.125780074	-0.246136723	0.134446945	-0.588589913	-1.420932551
B4U62_12780	1.434119153	0.126125972	0.743990079	-0.132741623	-0.108985903	0	0.263783525	-0.042015812	0.107634011	-0.788440553	-0.942997396
B4U62_12785	-0.187791722	0.150989458	0.315131103	-0.145443727	0	0.173691938	0.444560942	0.023999717	-0.561023326	-1.221167152	-1.44397748
B4U62_12790	-0.660012872	0.020482794	-0.235690695	0.054299585	0	0.04057877	0.492964572	0.138602866	-0.168674215	-0.423382142	-0.790967965
B4U62_12795	-0.269664552	0.190316174	0.841921948	0.251128947	-0.022102021	0	0.123908162	-0.079779123	0.303487478	-0.176906735	-0.599141279
B4U62_12800	-1.192661094	0.706954438	1.318431603	0.782861232	0.354700935	-0.090390973	0.241836394	0	-0.012152042	-0.902496235	-2.400256115
B4U62_12805	-0.430025092	-3.211112507	-1.080327555	-2.051372033	1.679346974	3.275963559	3.029820005	2.751619384	1.897183023	0	0
B4U62_12810	-0.778845213	0	-0.846593901	-0.710049823	0.566575069	0.891569316	0.451166883	0.368997	0.161380806	-0.65652553	-3.057797871
B4U62_12815	-1.88836627	0.466892775	0	0.526657461	0.535936524	0.243035343	-0.239903755	0.043377724	-1.012444471	-2.089249712	-2.817132574
B4U62_12820	0.247574751	-0.310913868	-0.585133266	-0.613119574	0	0.442966763	0.374661113	0.50017591	0.87562747	-0.56827839	-2.467104341
B4U62_12825	-0.922631767	0.825236854	0	0.203700284	0.275668886	0.370777209	0.101013149	-0.015449024	-0.692350977	-0.94310813	-3.046980346
B4U62_12830	-2.01587147	0.130851897	-0.906654531	-0.610963463	0	0.20560032	0.018030593	0.493289691	0.805834037	-0.96548121	-3.304561809
B4U62_12835	-0.958824875	1.245928867	-0.138850244	0.26737036	0.472128915	0.017433409	0	-0.082248459	0.020986207	-1.36110012	-4.566814767
B4U62_12840	-2.023697418	1.492895715	0.571661545	0.562147049	0.70458448	-0.145241572	0.190495351	0	-0.328536201	-1.361617585	-5.573796895
B4U62_12845	-3.144538326	1.251385378	0.041568868	0.445041261	0.611337405	-0.026067016	0.283820929	0	-0.870511124	-1.134180312	-3.162856214
B4U62_12850	-0.529560765	-0.555760679	-1.262527668	-1.097721204	1.337074906	1.736085311	2.377743308	2.633034759	1.975314733	0	-0.90973524
B4U62_12855	0	-1.576551633	-1.184862726	-1.726995274	0.621770255	1.464421949	2.16778364	2.237929352	3.337036999	-0.458379664	-1.070785308
B4U62_12860	-0.737816408	1.286098198	0	1.44243446	0.388163075	0.129399586	-0.330261235	-0.262454924	-0.13096647	0.168916202	-3.101383466
B4U62_12865	0	-0.209507547	-0.48267957	-0.004053557	0.098658421	0.661574711	0.483792396	0.765134279	1.324916773	-0.798092271	-3.090103486
B4U62_12870	1.460940796	0.279783102	-0.260180877	-0.096129477	0	0.054591716	-0.317660216	0.001594032	0.081049954	-1.073588641	-3.26192121
B4U62_12875	1.075377944	0.285995503	-0.081844117	-0.030666704	0	0.029299558	-0.226005232	0.101142768	0.447112926	-1.38381679	-3.124690381
B4U62_12880	-0.261225638	0.663085428	-0.091129971	0	0.319676076	-0.083707339	0.046910309	0.24583728	0.545785568	-0.8300832	-2.992729125
B4U62_12885	0.027931792	0.20468487	-0.587422409	-0.566664946	0	-0.09095463	0.106985557	0.120559265	1.054212011	-0.695102198	-3.276104453
B4U62_12890	0	0.098111446	-0.744092683	-0.649038675	-0.053111617	0.03099718	0.063432653	0.298240431	1.177032374	-0.515599672	-2.374699345
B4U62_12895	0.250674487	0.436134824	-0.494831344	-0.136283311	0.01503272	-0.102099771	-0.133630301	0.123763897	0.75711387	0	-2.302503588
B4U62_12900	0.634393643	0.943708554	-0.017110303	0	-0.00514933	0.057033815	-0.018342481	0.24653299	0.920207966	-0.50573265	-2.416531243
B4U62_12905	2.243520539	-0.60933584	-0.046335647	-0.222507515	0.416010433	0.072779109	0	-0.233328276	0.86615437	0.090809521	-2.338439963
B4U62_12910	2.852457648	0.514227716	0.98941847	-0.623991844	0	0.052292056	-0.260107202	-0.341295054	0.257715574	-0.725966448	-2.614332178
B4U62_12915	1.522154178	-1.528444819	-1.46544521	-0.902482597	0	0.015189848	0.096888264	-0.578856447	0.111507199	0.671542346	-1.509677496
B4U62_12925	0.34287763	0.485158053	-0.22402432	0.257808718	0.547544339	0.008768791	0	-0.026923761	-0.081911617	-0.905433807	-3.161609022
B4U62_12930	0.23758329	0.373359761	0	0.101390524	0.174588155	0.099691193	-0.23149536	-0.097529322	-0.705154162	-0.943725899	-3.746666133
B4U62_12935	-1.100020583	1.762886696	1.503925921	0.909702281	0.884552962	0.627371044	0	-0.067841296	-0.365631032	-0.671079714	-3.627333829
B4U62_12940	-0.411271496	0.108753815	-0.366236695	-0.216001946	0	0.087825874	0.323272289	0.370273717	0.541936413	-0.280869999	-1.994262854
B4U62_12945	-0.430239552	-0.140205496	0.226024137	-0.104867653	0.131821907	0.296124857	0.332873595	0.192038733	-0.874454317	0	-3.047217791
B4U62_12950	0.927847979	-0.47534233	0.051056658	-0.502442464	-0.358953228	-0.021742068	0	0.187203285	1.324285679	0.099247667	-2.330917771
B4U62_12955	0.349431586	-1.947847962	-1.595246539	-0.988147672	-0.16781247	0.544949034	0.414425792	0.790524887	1.236060501	0	-2.531828129
B4U62_12960	1.176044276	-0.541515186	-0.585341589	-0.505172333	0.143367201	0	0.155206891	0.281912084	0.687536717	-0.487956356	-2.630816918
B4U62_12965	-0.231612683	-0.116908271	-0.588169559	0	0.353977008	0.226154556	0.452613946	0.478767686	0.853463337	-0.296126792	-2.590010216
B4U62_12970	-0.040882988	-0.312580039	0	-0.742890185	0.699806339	1.254602749	2.172455263	2.316884124	2.338978853	-0.064429532	-0.111668296
B4U62_12975	0.21858568	-1.503144292	-1.55103281	-1.44989313	-0.708263205	0	0.136061979	0.004606815	2.297136645	0.199760498	-2.607087131
B4U62_12980	-0.413994827	0.64420736	-0.282976198	0	0.045175336	0.509161447	0.456801671	0.459368327	-0.012185514	-0.638630807	-3.031846028
B4U62_12985	-0.821617853	1.003163826	-0.182487142	0	0.039937404	0.25724879	0.390844769	0.318918542	-0.033902839	-1.707023911	-3.760004626
B4U62_12990	-3.651284698	1.181802308	-0.08014534	0	0.018957931	0.266080304	0.62662334	0.228756969	-0.39119078	-1.478554541	-3.289256931
B4U62_12995	-3.898152924	1.420694886	0.134612422	-0.003223295	0.076751023	0.082136355	0.293114631	0	-2.567430325	-1.952130583	-4.003611188
B4U62_13000	-2.270125692	1.235053695	0	0.404446589	0.715225015	0.482426605	0.128196487	-0.026314888	-0.327323458	-0.761392887	-2.814046594
B4U62_13005	-0.55452632	-6.542522707	-3.381784631	-5.736268446	-1.442165334	0.390753425	0.116955982	0.514525931	1.38364266	1.255166862	0
B4U62_13010	0.263410031	-2.60831161	-2.566407504	-3.013110919	-1.162667911	0.287418435	0.152479159	0	2.288222937	1.313076614	-0.282791739
B4U62_13015	-0.028449941	-0.874573378	-1.132436486	-0.857790858	0	1.023753709	0.902674862	0.592948858	0.932066452	0.778333882	-0.284043052
B4U62_13020	3.294145282	0.1429716	0.431485933	0	-0.430395925	-0.040534968	-0.403797314	0.666911976	0.130651575	-1.128707483	-3.254802919
B4U62_13025	3.237003923	0	0.473392778	-0.032360655	-0.277797664	0.069718897	-0.377377414	0.917478565	1.530615705	-0.948469162	-3.132416792
B4U62_13035	2.525536097	-0.524870542	0.64631287	-0.141173572	-0.291114038	0	-0.23812342	2.006832822	1.89147133	0.403996332	-1.836803657
B4U62_13040	3.895799389	-1.164380276	0.710602877	-0.59991132	-0.418981146	0	-0.223656967	2.013260589	2.873159645	0.344313708	-1.998642654
B4U62_13045	1.285456673	-0.733479778	0	-0.397686343	-0.375504592	0.288679727	-0.040665967	2.513026775	3.217926468	0.565597043	-1.179953036
B4U62_13050	-0.653704679	0.34434777	0.213459734	0.409438818	0.032838503	-0.331510764	0	0.198210075	-0.271680225	-1.421986399	-4.133880924
B4U62_13055	0.492545083	0	1.212344997	0.671893468	0.920606494	0.496510836	-0.863819818	-0.40185373	-0.990094871	-0.896962306	-3.684500919
B4U62_13060	0	-1.332736411	-1.663178057	-1.169176819	0.474124614	1.30174845	1.533132794	2.245499	2.04411093	-0.752301634	-3.198193478
B4U62_13065	0	-3.499253971	-3.884569869	-3.477017021	0.29984216	1.331277463	1.837427579	2.567211658	2.101689309	-1.384899066	-3.794811847
B4U62_13070	0	-3.827990209	-3.140807112	-4.17763451	1.695616982	2.608831779	3.496847916	4.156694048	3.701171592	-0.189615898	-4.404686045
B4U62_13075	-0.318145072	-5.580359178	-5.875132863	-7.759749624	1.648142783	2.620307974	3.47384743	4.442114797	3.760401449	0	-2.594483737
B4U62_13080	-0.306602057	-6.661436887	-5.596428405	-7.162880348	1.709447137	2.611341609	3.416949391	4.57413387	3.714664472	0	-1.806230665
B4U62_13090	2.113272094	0.724830954	-0.546075605	-0.494605127	0.38714716	0.351154098	0.103311757	0	-0.262915853	-1.098425007	-3.877189038
B4U62_13095	2.659856561	0.647443599	-0.827997844	-0.546452881	-0.305210867	0	0.746684791	0.840452947	0.554105268	-0.608800943	-2.475205417
B4U62_13100	2.98878724	-0.17821239	-1.091101289	-1.085900968	0	0.300257267	1.290027871	1.75872296	0.616822508	-1.03151053	-1.03151053
B4U62_13105	0.801662593	0.118058498	0.926950678	-0.373239352	-0.153009557	0.230862693	0	0.344079168	-0.274294054	-1.69862182	-3.855070327
B4U62_13110	0	-0.288902576	-0.391719328	-0.470533221	0.563414756	0.774107894	0.749328864	1.399536434	0.721343749	-0.136833071	-2.439436857
B4U62_13115	-2.980356459	-4.636730804	-5.458462887	-4.623805025	0.150715993	1.766155596	2.352136475	2.064131107	0.850071007	-0.180372297	0
B4U62_13120	1.563033091	0.109124155	-0.755190671	-0.640220645	0	-0.033194829	0.290784319	0.472284386	0.561374087	-0.314599451	-2.183347865
B4U62_13125	-0.153568842	0.280380056	-0.595376279	-0.437673537	0.155193174	0	0.409614462	0.254731826	0.15561624	-0.598511462	-2.596160469
B4U62_13130	0.746845143	0.377596448	-0.208307511	-0.315494489	0.354027146	-0.092206122	0.203330011	-0.363416768	0.266821609	0	-2.151701298
B4U62_13135	0.038106458	0.048934016	-0.981098758	-0.74910623	0	-0.145374211	0.255796889	-0.514174672	0.592842645	0.032768888	-1.942703328
B4U62_13140	-0.375968	0.541376042	-0.18898252	0.124327947	0.136130273	-0.005673676	0.281060782	0	0.605277452	-0.267307071	-2.102105137
B4U62_13145	-0.766140881	0.835158405	-0.114502339	0.608305516	0.420531201	0.223931861	0.301972809	0	-0.64694793	-0.832566658	-2.644281111
B4U62_13150	-1.357236027	0.47443751	-0.193999161	0.185634861	0.117830507	0	0.153531745	-0.122675269	0.265525385	-0.467664394	-2.300091556
B4U62_13155	-0.400926766	0.422334147	-0.315953643	0	0.038934442	0.193102558	0.008724476	-0.307731325	0.212176715	-0.315271498	-2.618297711
B4U62_13160	-3.031487561	0.326456229	-0.541266143	0.180877953	0.091171785	0.262616614	0	-0.26407022	0.12461608	-0.366292539	-1.918451641
B4U62_13165	-1.194939879	-1.989264099	-2.879095586	-2.238762099	-0.815451663	0	0.01272153	0.145373388	1.398473164	0.907263331	0.08365143
B4U62_13170	-0.764818047	-1.081496364	-1.94028949	-1.620205794	0	0.85685152	0.740391365	0.776814036	1.333370733	0.959012842	-0.629851454
B4U62_13175	-4.171079568	1.118651868	0.080243446	0.618259044	0.391365856	0	0.298445383	-0.497769883	-2.839091011	-1.753853396	-4.287555303
B4U62_13180	0	-3.864263127	-3.816142615	-3.645628964	2.065028269	3.085730575	3.230848035	2.702591513	1.878238422	-0.24828004	-2.588881069
B4U62_13185	-1.070868182	-3.571847678	-3.430617761	-3.253738465	2.029425494	3.17812055	3.684931253	3.531108093	3.135485538	0	-3.258397579
B4U62_13190	-0.784648047	-3.738169138	-3.310111882	-3.064184344	2.467888398	3.790387195	3.850843959	3.746914453	3.58481043	0	-1.99293688
B4U62_13195	-0.373595236	-3.315354082	-2.942223304	-3.009087076	1.257280939	2.664012529	2.870026332	2.892700553	3.768606676	0	-2.382979999
B4U62_13200	-1.447695862	-2.895640096	-2.699594623	-4.982046058	1.592432251	2.901339343	3.442014673	3.176426014	3.392773753	0	-3.325836092
B4U62_13205	0	-3.94605896	-3.466012978	-2.801025967	1.138826676	2.228982734	2.865419903	1.541044649	0.086015135	-1.348811813	-1.348811813
B4U62_13210	-0.946828951	-4.597247147	-2.553204768	-3.437821529	1.773689548	2.975878913	3.695565852	3.255425339	4.287269759	0	-2.027443144
B4U62_13215	-1.569737758	-4.733889026	-4.379373926	-4.360863369	1.726340955	2.936497163	3.562070607	3.394993171	4.101555886	0	-3.3567301
B4U62_13220	-0.190774115	-1.941785334	-1.830631613	-2.812121056	1.245413175	2.345289534	2.966192665	2.751981673	2.93494842	0	0
B4U62_13225	-0.064164599	1.329120588	0.826062126	0.626094249	0.451348256	0.160980935	0	-0.16746198	-1.5609012	-1.018677903	-3.043929851
B4U62_13230	-0.255601412	0.733956514	0.312410145	0.069361714	0.125073633	-0.082224091	0	-0.291971692	0.191155955	-0.91472607	-3.436632037
B4U62_13235	-1.723549324	0.275631394	-0.098412254	-0.066751248	0.324689363	0.236604155	0.158925677	0	0.454834747	-0.41757721	-2.809284974
B4U62_13240	-1.07704856	-1.438008964	-2.986337953	-2.726409878	0.436498084	1.820354228	1.999517909	1.823477249	1.222145178	0	-1.070199913
B4U62_13245	0	-1.415202198	-1.653971935	-1.630478374	-0.207776328	1.119772441	0.756236393	0.738996498	1.421137574	0.75240188	-0.609494058
B4U62_13250	0	-1.558127152	-1.061414472	-1.898168822	-0.676044494	0.630759082	0.246642273	0.261632642	0.829690457	0.098642173	-1.486377584
B4U62_13255	-0.129664902	-0.472619117	-1.103563376	-0.482721712	1.586072813	2.5830776	2.686126847	2.727744063	2.471610762	0	-2.700980864
B4U62_13260	-2.825956873	1.482925247	0.488573261	0.725485304	0.51937646	0.09272472	0	-0.702152711	-3.599643562	-1.507535011	-3.570060557
B4U62_13265	-1.316917214	1.565627457	0.553979664	0.372644939	0.257679934	0.056603836	0	-0.17415391	-0.898561212	-0.973427388	-3.805616146
B4U62_13270	-0.798139138	2.759131212	1.029710912	1.563860278	0.923882591	0.488616193	0	-0.378006455	-0.386248144	-0.788076305	-2.24743607
B4U62_13275	4.797227025	1.134795968	1.083669838	0	0.016935346	-0.280497058	-0.495372214	-0.304462899	0.620068442	-0.135304095	-2.134694436
B4U62_13280	4.226056499	1.141008054	0.97554053	-0.050640046	0.036271738	-0.265788896	-0.285999671	0	1.615251492	-0.060225447	-1.556111088
B4U62_13285	3.362828835	1.206656081	0.767853161	-0.070509097	0.140704676	-0.289557225	-0.14205444	-0.138564751	1.313490534	0	-1.717789978
B4U62_13290	-0.079793595	-2.065395983	-2.343281699	-1.019898664	2.18762572	3.533686017	3.838392094	3.766472588	1.998386972	0	-2.232557574
B4U62_13295	-0.53756204	-1.420803999	0	0.44583017	0.153778089	0.475317966	0.71793002	0.263978727	-2.040428924	-2.048991117	-3.59580842
B4U62_13300	-3.940107467	-0.374384097	2.272278964	1.988053469	2.081763065	1.245984789	0.263258242	0	-4.117097061	-0.998032954	-5.061518848
B4U62_13305	-1.623633475	0.358326678	-0.07145527	0.284261687	0.464697454	0.225971204	0.073690504	0	-1.106219328	-1.250329918	-2.998248425
B4U62_13310	-4.482787205	0	1.413454705	2.105403843	1.399001591	0.978672273	1.3682817	-2.168653248	-1.866200635	-1.568421527	-4.768599206
B4U62_13315	-3.350363438	0	1.208381647	1.952555109	0.82396407	0.231080115	1.069165774	-2.789332382	-2.173777324	-1.996583736	-6.978465427
B4U62_13320	-4.564092121	0	1.112654022	2.135683732	0.675403938	0.154278471	0.780117574	-2.857944357	-2.874313927	-2.112627541	-6.166659018
B4U62_13325	-0.386694325	-2.396623842	-2.084043802	-2.177247185	2.384271979	3.765550556	3.934272622	3.552977361	1.766517281	0	-1.503834394
B4U62_13330	-0.619825525	-3.593229166	-3.114077418	-2.995340886	2.570873985	3.743694252	3.89872555	3.597475891	1.41237068	-0.235591262	0
B4U62_13335	0	-2.710369235	-2.791860592	-2.697443456	0.222779481	1.434686629	1.406405838	1.527141042	1.760167522	-1.259621927	-1.70210257
B4U62_13340	-0.625694164	-3.946062298	-3.919441197	-3.613103579	-0.86228476	0.331767797	0.932292258	0.73776607	1.747868712	0	0
B4U62_13345	1.352731331	-4.692063469	-2.30809227	-4.26861561	-1.470782407	0.058719982	0.021904269	-0.090697261	1.301213481	0	0
B4U62_13350	1.644102507	-3.105011261	-1.894397173	-3.606454723	-0.889957409	0	0.411046663	0.431001948	2.512025335	1.777638105	-0.365282256
B4U62_13355	2.277926625	-3.280439517	-2.311745016	-2.267513738	-1.211885504	0	0.674081068	0.747035191	3.020172238	2.214701911	-0.272172852
B4U62_13360	0.946550578	-2.895051739	-2.932365165	-3.412983759	-1.249853495	0	0.275018254	0.740653543	2.31290118	1.454267895	-0.740285235
B4U62_13365	1.644190369	-3.251741795	-2.848963947	-3.210025217	-1.243042046	0	0.058437742	0.526592949	1.369517348	1.08401299	-1.290780845
B4U62_13375	-0.557801408	-5.264990453	-3.305598858	-5.300708678	-0.315203454	1.116629889	0.599400463	1.391178048	1.146124349	1.173348925	0
B4U62_13380	0.390637206	-6.020327641	-4.187866138	-5.896325943	-0.716585191	0.714105404	0	0.368010992	1.013159302	0.902982556	-1.00240973
B4U62_13385	-0.323533795	-2.33438147	-3.130201606	-3.90071871	0	2.06558238	0.953125924	0.947390339	1.816986559	1.086942405	-0.544854755
B4U62_13395	-1.474119877	-4.789631103	-3.559382206	-6.306076482	0	1.601084898	0.942239229	1.055478294	0.132984099	0.355057261	-0.927302235
B4U62_13400	0.899971252	-0.571543389	-1.318070839	0	0.779203788	0.897206342	0.777444775	0.533399004	-1.028361331	-0.948615106	-2.179045272
B4U62_13405	-0.575075419	-0.001235038	0	-0.329249426	0.050841679	0.390394338	0.178366872	0.367622714	0.025612541	-1.399622033	-3.466741015
B4U62_13410	1.303438285	-0.989495091	0.042932101	-0.587893449	0.318036087	0.385563528	0.24080053	0	-0.072594073	-0.129558972	-3.422056134
B4U62_13415	-1.174824332	0.212441699	-0.38832388	0	0.075367178	0.406101798	0.014110796	0.221479159	-0.656871548	-0.942532054	-2.869046289
B4U62_13420	-0.912170615	0.373118235	-0.345176543	-0.036969989	0.236506988	0.670080968	0.556391699	0.767430723	0	-0.557897768	-2.462270092
B4U62_13425	-1.617807008	0	-1.104534747	-0.705175377	0.159943567	0.605757304	0.926965244	1.007806045	0.761063226	-1.286551669	-3.309925489
B4U62_13430	0.72777301	0.2758251	-0.901586036	-0.396741843	0	0.265159464	0.019310028	-0.048485605	0.30907	-0.277052573	-2.087030856
B4U62_13435	0.541259086	-0.616817279	-0.9242542	-1.164625911	-0.180075765	0.178132467	0	0.269218202	1.547281397	0.234658651	-1.966745008
B4U62_13440	-0.333690357	0.170012513	-0.370735296	-0.260931889	0.090218604	0.296251381	0	0.049246283	1.155712801	-0.247136642	-2.596507881
B4U62_13445	2.805937948	0.091230958	-0.02304445	-0.079436507	0.184964496	-0.021555629	0.023263348	0	1.046029202	-1.012454758	-3.181253751
B4U62_13450	-2.908498314	0.669820709	0	0.105417668	-0.078169737	0.799625162	0.854240698	0.394399941	-0.314969755	-0.547450224	-0.338826009
B4U62_13455	-2.544237581	1.802646515	1.037354284	1.075423577	0.387938581	0	0.306043252	-0.7730094	-0.722264774	-1.080033889	-3.968806175
B4U62_13460	-4.32524438	3.004468073	2.562742194	2.620315269	1.942887695	0.88569836	0	-1.151905749	-4.375955242	-0.807967175	-4.346372238
B4U62_13465	0	-0.068400155	-1.047736162	-0.251547501	0.103236669	0.458229509	0.243983902	0.971220112	0.927812013	-1.156448	-3.637562318
B4U62_13470	0.123040287	0.152325734	-0.694163153	-0.077456157	0.066187566	0.203512338	0	0.552012167	-0.33043857	-0.196291355	-2.515868457
B4U62_13475	-1.220556418	2.238017639	0.970026831	1.372147181	0.689009278	0.539414762	0	-0.452454096	-1.681817389	-0.003646404	-1.305783971
B4U62_13480	-0.272639907	2.222166457	1.535285217	1.473814294	0.879627436	0.647202102	0	-0.203847334	-1.838516589	-0.094856522	-1.491960371
B4U62_13485	0.082818401	-1.047718173	-0.697901633	0	0.576980849	-0.059130554	1.150740173	1.081652159	1.692498637	-0.102328853	-0.916265907
B4U62_13490	-0.224033581	-1.888109164	-1.299894682	0	0.604466961	-0.234251964	1.303804918	1.204567092	2.050061711	-0.231618195	0.395791944
B4U62_13495	-0.826276402	-1.667229747	-1.628650591	-0.088805082	0.446178502	-0.746496872	1.22858486	1.122054366	2.375844804	0.305288715	0
B4U62_13500	0	-1.88337195	-1.593183135	-0.16642236	0.452297456	0.127863338	1.244960309	0.942987499	2.147142386	-0.50799479	-0.804387105
